NomCom,CodeIris,ClassementScoreGlobalRegion,NomIris,Population,ScoreGlocal,AccesInterfaces,AccesInformation,CompetencesAdministrative,CompetenceNumeroque,GlobalAccess,GlobalCompoetence
Achicourt,620040101,13586,Vieil Achicourt,2372,102,102,101,85,112,101,103
Achiet-le-Grand,620050000,32816,Achiet-le-Grand,997,84,98,76,100,78,83,86
Achiet-le-Petit,620060000,27537,Achiet-le-Petit,299,89,107,50,85,120,69,109
Achun,580010000,28939,Achun,159,87,79,48,27,161,59,116
Achy,600040000,22321,Achy,400,93,107,88,84,96,94,92
Acigné,350010102,39331,Est,4043,78,114,79,107,46,90,66
Acigné,350010101,29279,Ouest,2602,87,114,71,88,90,85,89
Aclou,270010000,22189,Aclou,322,93,96,94,78,99,95,92
Acon,270020000,38695,Acon,473,79,111,45,98,87,67,91
Acq,620070000,47297,Acq,752,65,127,36,60,66,66,64
Acqueville,140020000,42365,Acqueville,190,75,100,58,86,74,72,78
Acquigny,270030000,32558,Acquigny,1531,84,117,73,86,79,88,81
Acquin-Westbécourt,620080000,43580,Acquin-Westbécourt,814,73,103,51,98,69,68,79
Acy,20030000,25154,Acy,1008,91,111,88,63,97,95,86
Acy-en-Multien,600050000,38374,Acy-en-Multien,842,79,117,50,80,89,73,86
Acy-Romance,80010000,20321,Acy-Romance,435,95,111,71,84,117,84,106
Adaincourt,570070000,43995,Adaincourt,127,73,96,80,48,65,86,60
Adainville,780060000,27133,Adainville,765,89,120,69,68,104,86,92
Adam-lès-Passavant,250060000,44175,Adam-lès-Passavant,91,72,0,80,94,90,53,91
Adam-lès-Vercel,250070000,48106,Adam-lès-Vercel,102,60,100,22,110,54,48,73
Adamswiller,670020000,27532,Adamswiller,377,89,102,66,81,109,78,99
Adast,650010000,21012,Adast,292,94,102,97,66,102,99,90
Adé,650020000,27122,Adé,801,89,105,74,78,101,84,94
Adelange,570080000,30043,Adelange,210,87,98,70,72,104,80,94
Adelans-et-le-Val-de-Bithaine,700040000,42718,Adelans-et-le-Val-de-Bithaine,296,74,97,29,97,97,52,97
Adervielle-Pouchergues,650030000,46177,Adervielle-Pouchergues,129,68,101,76,56,51,84,53
Adilly,790020000,45797,Adilly,302,69,99,49,62,78,66,72
Adinfer,620090000,30219,Adinfer,256,86,119,91,66,76,100,72
Adissan,340020000,33495,Adissan,1183,84,91,83,85,80,86,82
Adon,450010000,42598,Adon,228,75,106,23,88,104,51,98
Adriers,860010000,16803,Adriers,723,99,86,56,74,159,66,131
Afa,2A0010000,29643,Afa,3132,87,124,70,98,80,88,86
Affieux,190010000,13161,Affieux,364,103,97,83,66,144,88,118
Affléville,540040000,31735,Affléville,179,85,93,59,106,96,71,100
Affoux,690010000,47389,Affoux,358,64,101,35,78,68,57,71
Affracourt,540050000,10358,Affracourt,110,107,106,104,82,122,105,108
Affringues,620100000,29769,Affringues,226,87,107,71,80,96,83,91
Agassac,310010000,31215,Agassac,115,86,0,130,76,89,86,85
Agde,340030301,18622,Le Grau d'Agde,5252,97,92,85,61,128,88,106
Agde,340030201,7726,Le Cap d'Agde,3465,111,92,116,47,148,108,114
Agde,340030110,18564,Le Golf-Mont Saint-Loup,1547,97,92,76,78,129,82,112
Agde,340030109,11944,Route de Sète,2323,104,92,105,71,126,101,108
Agde,340030108,33391,Zone Agricole Nord,512,84,92,61,106,91,71,96
Agde,340030106,14501,Zone Industrielle,2222,101,92,87,77,131,89,113
Agde,340030104,9410,Coopérative,2808,108,92,95,78,144,94,122
Agde,340030103,5688,Les Cayrets,4787,115,92,128,100,122,116,115
Agde,340030102,2504,Mirabel,2576,125,92,146,86,141,128,122
Agde,340030101,1799,Vielle Ville-Pérou-Gare,2189,129,92,167,107,120,142,116
Agel,340040000,29257,Agel,227,87,76,84,41,119,81,93
Agen,470010115,108,Nord Urbain 2,2274,158,85,233,195,100,184,132
Agen,470010114,733,Centre Urbain 2,2208,138,85,206,146,93,165,111
Agen,470010113,1001,Canton Sud Est,2012,135,85,181,168,98,149,121
Agen,470010112,1357,Nord Est Urbain,1829,132,85,158,94,149,134,130
Agen,470010111,5944,Montanou,1735,115,85,113,127,125,104,125
Agen,470010110,6922,Nord Est Diffus,2633,113,85,134,156,83,118,107
Agen,470010109,8768,Ermitage Les Iles,1702,109,85,129,101,105,115,104
Agen,470010108,2419,Nord Urbain 1,2031,126,85,167,186,74,140,111
Agen,470010107,5071,Ouest Urbain,2613,117,85,164,139,75,138,96
Agen,470010106,8900,Zac Agen Sud,364,109,85,138,190,52,120,98
Agen,470010105,5156,Centre Sud,4604,117,85,126,191,85,112,121
Agen,470010104,2240,Tapie Rodrigues,1895,127,85,179,96,110,147,106
Agen,470010103,838,Centre Pavillonaire,2675,137,85,193,152,99,157,117
Agen,470010102,4038,Centre Peri-Urbain,2789,120,85,157,125,96,133,106
Agen,470010101,731,Centre Urbain 1,2205,138,85,193,173,92,157,119
Agen-d'Aveyron,120010000,43203,Agen-d'Aveyron,1053,74,113,52,73,76,72,75
Agencourt,210010000,35513,Agencourt,455,82,116,38,94,103,64,100
Agenville,800050000,29524,Agenville,95,87,0,105,82,115,70,104
Agenvillers,800060000,28483,Agenvillers,218,88,109,71,91,93,83,92
Ageville,520010000,39791,Ageville,309,78,92,48,70,104,63,93
Agey,210020000,43575,Agey,287,73,111,50,57,85,71,76
Aghione,2B0020000,23409,Aghione,238,92,73,94,97,98,87,98
Agincourt,540060000,38489,Agincourt,438,79,122,58,83,77,79,79
Agmé,470020000,11646,Agmé,104,105,117,71,81,145,86,124
Agnac,470030000,15924,Agnac,424,100,95,78,51,147,84,115
Agnat,430010000,15787,Agnat,187,100,86,81,71,139,83,117
Agneaux,500020000,15400,Agneaux,4010,100,113,91,84,111,98,102
Agnetz,600070000,38231,Agnetz,3050,79,129,60,83,71,83,75
Agnez-lès-Duisans,620110000,23994,Agnez-lès-Duisans,649,92,121,78,76,98,92,91
Agnicourt-et-Séchelles,20040000,28795,Agnicourt-et-Séchelles,179,88,93,45,93,124,61,114
Agnières,620120000,44339,Agnières,247,72,123,62,62,62,82,62
Agnin,380030000,45856,Agnin,1100,69,103,28,81,87,53,85
Agnos,640070000,41186,Agnos,1001,76,111,63,82,69,79,73
Agny,620130000,35481,Agny,1931,82,112,73,77,79,86,78
Agon-Coutainville,500030000,8356,Agon-Coutainville,2795,110,116,91,45,159,99,121
Agonac,240020000,35621,Agonac,1755,82,101,61,67,100,75,89
Agonès,340050000,17149,Agonès,257,98,108,115,84,84,113,84
Agonges,30020000,20557,Agonges,312,95,91,96,73,107,94,96
Agos-Vidalos,650040000,35325,Agos-Vidalos,425,82,109,60,66,98,77,88
Agris,160030000,19262,Agris,860,96,93,95,101,97,94,98
Agudelle,170020000,1495,Agudelle,134,131,84,176,70,140,146,116
Aguessac,120020000,32007,Aguessac,867,85,94,93,77,76,93,77
Aguilcourt,20050000,42855,Aguilcourt,391,74,114,47,73,82,70,79
Aguts,810010000,37512,Aguts,218,80,112,70,46,92,84,76
Agy,140030000,41589,Agy,285,76,119,62,52,80,81,71
Ahaxe-Alciette-Bascassan,640080000,19989,Ahaxe-Alciette-Bascassan,274,95,92,86,75,117,88,103
Ahetze,640090000,41657,Ahetze,2111,76,113,70,84,59,85,67
Ahéville,880020000,49218,Ahéville,67,36,0,28,16,72,19,53
Ahuillé,530010000,43463,Ahuillé,1812,73,101,47,80,83,65,82
Ahun,230010000,5441,Ahun,1438,116,91,117,110,130,109,123
Ahuy,210030000,29952,Ahuy,1216,87,136,66,82,85,89,84
Aibes,590030000,43521,Aibes,374,73,90,44,95,84,59,88
Aibre,250080000,27779,Aibre,477,88,103,73,84,99,83,94
Aïcirits-Camou-Suhast,640100000,38894,Aïcirits-Camou-Suhast,672,79,97,50,67,104,66,92
Aiffres,790030102,33822,Sud Ouest,2614,83,111,68,85,85,82,85
Aiffres,790030101,20295,Nord Est,2896,95,111,89,80,100,97,94
Aigaliers,300010000,27724,Aigaliers,501,88,111,65,78,106,80,97
Aiglemont,80030000,29960,Aiglemont,1653,87,107,68,72,103,81,92
Aiglepierre,390060000,42825,Aiglepierre,426,74,107,53,82,76,71,78
Aigleville,270040000,46513,Aigleville,404,67,109,47,100,51,68,67
